Partner	PublicationType	ItemPII	DOI	ItemSubType	ItemWeight	ItemStage	JNL Acronym	ItemVersion	ISSN	CID	HubPII	VolumeStart	VolumeEnd	IssueStart	IssueEnd	Supplement	CoverDateStart	CoverDateEnd	ISBN	ItemOnline	ItemVorOnline	GreenOA EmbargoDate	EmbargoPeriod	ItemLastLoadEW	ItemLastLoadXOCS	OpenAccessStatus	OpenAccessEffDate	OpenAccessWinType	OpenAccessLicense	OpenAccessSponsorName	OpenAccessSponsorType	CopyrightLine	LicenseLine	FirstPage	LastPage	ItemNumber	PageCount	FigureCount	TableCount	MathMLCount	MMCCount	Status	Remarks	
Florida	JL	S0168-1605(09)00626-6	10.1016/j.ijfoodmicro.2009.12.002	fla	FULL-TEXT	S300	FOOD	S300.1	0168-1605	271249	S0168-1605(10)X0003-4	138		1	2		20100331			2009-12-09		2011-03-09	12	2010-10-31T21:29:50	2015-05-14T05:12:31.214099-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		78	84		7	3	4	0	0			
Florida	JL	S0300-2896(09)00429-3	10.1016/j.arbres.2009.10.011	fla	FULL-TEXT	S300	ARBRES	S300.2	0300-2896	277699	S0300-2896(10)X0005-9	46		4			201004			2009-12-09		2011-03-09	12	2010-10-31T19:32:50	2015-05-14T06:29:52.209343-04:00							Copyright © 2009 SEPAR. Published by Elsevier España S.L. All rights reserved.		196	202		7	5	4	1	0			
Florida	JL	S0360-1323(09)00354-0	10.1016/j.buildenv.2009.12.002	fla	FULL-TEXT	S300	BAE	S300.1	0360-1323	271434	S0360-1323(10)X0003-8	45		6			201006			2009-12-09		2012-03-08	24	2010-10-31T11:52:20	2015-05-14T07:19:08.80993-04:00							Published by Elsevier Ltd.		1373	1388		16	15	4	0	0			
Florida	JL	S0006-8993(09)02608-0	10.1016/j.brainres.2009.12.006	fla	FULL-TEXT	S300	BRES	S300.2	0006-8993	271080	S0006-8993(10)X0002-6	1313				C	20100208			2009-12-11		2011-03-11	12	2011-06-05T21:19:49	2015-05-14T09:37:06.815441-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		172	184		13	9	0	0	0			
Florida	JL	S0098-8472(09)00247-0	10.1016/j.envexpbot.2009.11.006	fla	FULL-TEXT	S300	EEB	S300.1	0098-8472	271278	S0098-8472(10)X0002-8	68		2			201004			2009-12-11		2012-03-10	24	2010-10-31T16:19:24	2015-05-14T03:44:20.04526-04:00							Published by Elsevier B.V.		222	229		8	5	0	0	0			
Florida	JL	S0166-0934(09)00519-9	10.1016/j.jviromet.2009.12.001	fla	FULL-TEXT	S300	VIRMET	S300.1	0166-0934	271147	S0166-0934(10)X0002-7	164		1	2		201003			2009-12-11		2011-03-11	12	2010-11-01T13:27:35	2015-05-14T04:39:41.933783-04:00							Published by Elsevier B.V.		75	82		8	7	2	0	0			
Florida	JL	S0968-0896(09)01094-3	10.1016/j.bmc.2009.12.010	fla	FULL-TEXT	S300	BMC	S300.1	0968-0896	271397	S0968-0896(10)X0002-5	18		2			20100115			2009-12-11		2012-03-10	24	2010-11-01T15:07:49	2015-05-15T04:14:19.920432-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		580	589		10	8	2	1	2			
Florida	JL	S0003-3472(09)00538-7	10.1016/j.anbehav.2009.11.033	fla	FULL-TEXT	S300	YANBE	S300.4	0003-3472	272524	S0003-3472(09)X0013-8	79		2			201002			2009-12-14		2012-03-13	24	2015-10-05T02:53:34	2015-10-05T19:12:03.153306-04:00							Copyright © 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.		e9	e14		6	0	0	0	0			
Florida	JL	S0025-326X(09)00458-5	10.1016/j.marpolbul.2009.10.017	fla	FULL-TEXT	S300	MPB	S300.2	0025-326X	271825	S0025-326X(09)X0016-0	60		1			201001			2009-12-14		2012-03-13	24	2014-10-09T09:32:39	2015-05-14T01:59:35.961116-04:00							Copyright © 2009 Published by Elsevier Ltd.		13	38		26	20	9	0	0			
Florida	JL	S0268-0033(09)00262-9	10.1016/j.clinbiomech.2009.11.006	fla	FULL-TEXT	S300	JCLB	S300.2	0268-0033	271156	S0268-0033(10)X0003-1	25		3			201003			2009-12-14		2011-03-14	12	2011-07-23T06:25:41	2015-05-14T06:15:00.476291-04:00							Published by Elsevier Ltd.		222	229		8	5	1	22	0			
Florida	JL	S0966-6362(09)00663-8	10.1016/j.gaitpost.2009.11.011	fla	FULL-TEXT	S300	GAIPOS	S300.2	0966-6362	271166	S0966-6362(10)X0003-0	31		3			201003			2009-12-14		2011-03-14	12	2011-07-23T06:25:41	2015-05-15T04:08:20.381576-04:00							Copyright © 2009 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		311	316		6	3	2	0	0			
Florida	JL	S0006-3207(09)00487-X	10.1016/j.biocon.2009.11.022	fla	FULL-TEXT	S300	BIOC	S300.1	0006-3207	271811	S0006-3207(09)X0013-3	143		2			201002			2009-12-16		2012-03-15	24	2010-10-31T18:02:16	2015-05-13T23:42:53.516779-04:00							Copyright © 2009 Elsevier Ltd. Published by Elsevier Ltd. All rights reserved.		513	520		8	1	2	0	0			
Florida	JL	S0014-2999(09)01124-8	10.1016/j.ejphar.2009.12.003	fla	FULL-TEXT	S300	EJP	S300.1	0014-2999	271077	S0014-2999(10)X0003-6	630		1	3		20100325			2009-12-16		2011-03-16	12	2010-11-01T17:28:01	2015-05-14T00:16:50.803636-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		112	120		9	6	3	0	0			
Florida	JL	S0040-6090(09)02014-8	10.1016/j.tsf.2009.12.032	fla	FULL-TEXT	S300	TSF	S300.1	0040-6090	271603	S0040-6090(10)X0012-8	518		16			20100601			2009-12-16		2012-03-15	24	2010-10-31T16:52:01	2015-05-14T02:53:03.807595-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		4564	4567		4	8	2	0	0			
Florida	JL	S0197-4580(09)00392-3	10.1016/j.neurobiolaging.2009.11.022	fla	FULL-TEXT	S300	NBA	S300.2	0197-4580	271067	S0197-4580(11)X0010-6	32		11			201111			2009-12-16		2011-03-16	12	2014-10-11T10:48:20	2015-05-14T05:47:04.184243-04:00							Published by Elsevier Inc.		2030	2044		15	6	0	0	5			
Florida	JL	S0378-4320(09)00303-0	10.1016/j.anireprosci.2009.12.011	fla	FULL-TEXT	S300	ANIREP	S300.2	0378-4320	271313	S0378-4320(10)X0003-3	119		1	2		201005			2009-12-16		2011-03-16	12	2010-10-31T08:08:20	2015-05-14T08:05:45.268833-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		9	16		8	5	2	0	0			
Florida	JL	S0378-4320(09)00304-2	10.1016/j.anireprosci.2009.12.012	fla	FULL-TEXT	S300	ANIREP	S300.2	0378-4320	271313	S0378-4320(10)X0003-3	119		1	2		201005			2009-12-16		2011-03-16	12	2010-10-31T08:08:20	2015-05-14T08:05:45.268833-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		56	62		7	4	0	0	0			
Florida	JL	S1226-8615(09)00112-5	10.1016/j.aspen.2009.12.001	fla	FULL-TEXT	S300	ASPEN	S300.1	1226-8615	277241	S1226-8615(10)X0002-4	13		2			201006			2009-12-16		2011-03-16	12	2010-10-31T11:09:05	2015-05-15T05:25:46.244163-04:00							"Copyright © 2009 Korean Society of Applied Entomology, Taiwan Entomological Society and Malaysian Plant Protection Society. Published by Elsevier B.V. All rights reserved."		117	120		4	4	0	4	0			
Florida	JL	S1384-1076(09)00171-7	10.1016/j.newast.2009.12.002	fla	FULL-TEXT	S300	NEASPA	S300.1	1384-1076	271645	S1384-1076(10)X0002-1	15		5			201007			2009-12-16		2012-03-15	24	2010-10-31T18:09:42	2015-05-15T06:00:22.401547-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		433	443		11	8	3	1	0			
Florida	JL	S1526-5900(09)00718-4	10.1016/j.jpain.2009.09.004	fla	FULL-TEXT	S300	YJPAI	S300.2	1526-5900	272520	S1526-5900(10)X0006-2	11		5			201005			2009-12-16		2011-03-16	12	2011-07-23T00:38:55	2015-05-15T06:29:12.048918-04:00							Copyright © 2010 American Pain Society. Published by Elsevier Inc. All rights reserved.		454	461		8	0	0	0	0			
Florida	JL	S1526-5900(09)00720-2	10.1016/j.jpain.2009.09.006	fla	FULL-TEXT	S300	YJPAI	S300.3	1526-5900	272520	S1526-5900(10)X0007-4	11		6			201006			2009-12-16		2011-03-16	12	2011-07-23T07:03:30	2015-05-15T06:29:12.048918-04:00							Copyright © 2010 American Pain Society. Published by Elsevier Inc. All rights reserved.		528	534		7	0	3	0	0			
Florida	JL	S0003-4975(09)01970-5	10.1016/j.athoracsur.2009.09.060	cor	FULL-TEXT	S300	ATS	S300.2	0003-4975	271126	S0003-4975(09)X0013-5	89		1			201001			2009-12-17		2011-03-17	12	2011-06-02T21:10:11	2015-05-13T23:31:10.93677-04:00							Copyright © 2010 The Society of Thoracic Surgeons. Published by Elsevier Inc. All rights reserved.		343	344		2	0	0	0	0			
Florida	JL	S0003-4975(09)02225-5	10.1016/j.athoracsur.2009.11.015	dis	FULL-TEXT	S300	ATS	S300.2	0003-4975	271126	S0003-4975(09)X0013-5	89		1			201001			2009-12-17		2011-03-17	12	2011-06-02T21:10:11	2015-05-13T23:31:10.93677-04:00							Copyright © 2010 The Society of Thoracic Surgeons. Published by Elsevier Inc. All rights reserved.		70	71		2	0	0	0	0			
Florida	JL	S0003-4975(09)02312-1	10.1016/j.athoracsur.2009.11.028	edi	FULL-TEXT	S300	ATS	S300.2	0003-4975	271126	S0003-4975(09)X0013-5	89		1			201001			2009-12-17		2011-03-17	12	2011-06-02T21:10:11	2015-05-13T23:31:10.93677-04:00							Copyright © 2010 The Society of Thoracic Surgeons. Published by Elsevier Inc. All rights reserved.		9	10		2	0	0	0	0			
Florida	JL	S0024-3205(09)00490-1	10.1016/j.lfs.2009.12.003	fla	FULL-TEXT	S300	LFS	S300.1	0024-3205	271221	S0024-3205(10)X0002-9	86		5	6		20100130			2009-12-17		2011-03-17	12	2010-11-01T07:42:41	2015-05-14T01:53:19.265891-04:00							Copyright © 2009 Elsevier Inc. Published by Elsevier Inc. All rights reserved.		199	206		8	6	0	0	0			
Florida	JL	S0043-1354(09)00816-1	10.1016/j.watres.2009.12.004	fla	FULL-TEXT	S300	WR	S300.1	0043-1354	271768	S0043-1354(10)X0006-9	44		6			201003			2009-12-17		2012-03-16	24	2010-11-01T11:42:41	2015-05-14T02:56:28.255685-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		1819	1824		6	7	2	0	0			
Florida	JL	S0091-7435(09)00640-9	10.1016/j.ypmed.2009.12.010	fla	FULL-TEXT	S300	YPMED	S300.1	0091-7435	272375	S0091-7435(09)X0014-9	50		1	2		201001	201002		2009-12-21		2011-03-21	12	2010-11-02T08:24:39	2015-05-14T03:33:15.402152-04:00							Published by Elsevier Inc.		30	34		5	1	2	0	0			
Florida	JL	S0196-0644(09)01707-7	10.1016/j.annemergmed.2009.11.001	edi	FULL-TEXT	S300	YMEM	S300.4	0196-0644	272873	S0196-0644(09)X0014-4	55		1			201001			2009-12-21		2011-03-21	12	2013-09-13T17:14:50	2015-05-14T05:44:02.00449-04:00							"Copyright © 2009 American College of Emergency Physicians. Published by Mosby, Inc. All rights reserved."		15	16		2	0	0	0	0			
Florida	JL	S0012-821X(09)00709-2	10.1016/j.epsl.2009.11.047	sco	FULL-TEXT	S300	EPSL	S300.2	0012-821X	271830	S0012-821X(09)X0022-1	289		3	4		20100131			2009-12-22		2012-03-21	24	2010-11-01T14:39:22	2015-05-14T00:10:19.792921-04:00							Copyright © 2009 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		530	538		9	7	1	3	3			
Florida	JL	S0022-5223(09)01163-5	10.1016/j.jtcvs.2009.09.007	fla	FULL-TEXT	S300	YMTC	S300.3	0022-5223	272864	S0022-5223(09)X0015-2	139		2			201002			2009-12-22		2011-03-22	12	2015-05-20T14:10:42	2015-05-20T10:12:33.062357-04:00							"Copyright © 2010 The American Association for Thoracic Surgery. Published by Mosby, Inc. All rights reserved."		273	282		10	5	2	4	0			
Florida	JL	S0166-8641(09)00515-X	10.1016/j.topol.2009.12.007	fla	HEAD-AND-TAIL	S300	TOPOL	S300.1	0166-8641	271523	S0166-8641(10)X0003-7	157		5			20100401			2009-12-22		2012-03-21	24	2010-11-01T17:42:57	2015-05-14T04:51:30.77655-04:00	Full	2014-04-01T00:01:14Z	OpenArchive	http://www.elsevier.com/open-access/userlicense/1.0/		ElsevierBranded	Copyright © 2009 Elsevier B.V. All rights reserved.		916	920		5	0	0	5	0			
Florida	JL	S0168-8227(09)00491-4	10.1016/j.diabres.2009.11.020	fla	FULL-TEXT	S300	DIAB	S300.3	0168-8227	271273	S0168-8227(10)X0003-1	87		3			201003			2009-12-22		2011-03-22	12	2011-07-22T17:42:28	2015-05-14T05:17:02.729616-04:00							Copyright © 2009 Elsevier Ireland Ltd. All rights reserved.		366	371		6	1	4	0	0			
Florida	JL	S0956-053X(09)00471-1	10.1016/j.wasman.2009.10.022	fla	FULL-TEXT	S300	WM	S300.1	0956-053X	271837	S0956-053X(10)X0002-2	30		4			201004			2009-12-22		2012-03-21	24	2010-10-31T19:34:30	2015-05-15T03:42:29.569692-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		660	666		7	5	2	1	0			
Florida	JL	S1297-319X(09)00206-1	10.1016/j.jbspin.2009.11.011	sco	FULL-TEXT	S300	BONSOI	S300.1	1297-319X	272233	S1297-319X(09)X0007-2	77		1			201001			2009-12-22		2011-03-22	12	2010-11-01T14:38:32	2015-05-15T05:30:09.204196-04:00							Copyright © 2009 Société française de rhumatologie. Published by Elsevier Masson SAS All rights reserved.		73	75		3	3	0	0	0			
Florida	JL	S1319-562X(09)00051-5	10.1016/j.sjbs.2009.12.007	fla	FULL-TEXT	S300	SJBS	S300.2	1319-562X	278674	S1319-562X(10)X0002-X	17		1			201001			2009-12-22		2010-03-22	0	2010-10-31T09:37:35	2015-05-15T05:30:52.308585-04:00	Full	2013-07-22T13:25:06Z		http://creativecommons.org/licenses/by-nc-nd/3.0/	King Saud University	FundingBody	Copyright © 2009 King Saud University. Production and hosting by Elsevier B.V.		43	49		7	3	2	0	0			
Florida	JL	S0022-0302(10)70290-3	10.3168/jds.2009-2552	fla	FULL-TEXT	S300	JODS	S300.5	0022-0302	279785	S0022-0302(09)X0002-0	93		1			201001			2009-12-23		2011-03-23	12	2015-05-01T13:35:08	2015-05-14T01:05:58.50793-04:00							Copyright © 2010 American Dairy Science Association. Published by Elsevier Inc. All rights reserved.		311	322		12	3	5	2	0			
Florida	JL	S0038-1101(09)00345-1	10.1016/j.sse.2009.12.002	fla	FULL-TEXT	S300	SSE	S300.1	0038-1101	271497	S0038-1101(10)X0002-8	54		2			201002			2009-12-23		2012-03-22	24	2010-10-31T05:47:10	2015-05-14T02:30:25.970829-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		86	89		4	8	0	4	0			
Florida	JL	S0196-9781(09)00539-7	10.1016/j.peptides.2009.12.019	fla	FULL-TEXT	S300	PEP	S300.1	0196-9781	271044	S0196-9781(10)X0004-3	31		4			201004			2009-12-23		2011-03-23	12	2010-10-31T08:59:54	2015-05-14T05:47:04.028172-04:00							Published by Elsevier Inc.		639	643		5	6	1	0	0			
Florida	JL	S0305-7372(09)00162-5	10.1016/j.ctrv.2009.11.001	rev	FULL-TEXT	S300	YCTRV	S300.2	0305-7372	272336	S0305-7372(10)X0004-4	36		2			201004			2009-12-23		2011-03-23	12	2011-07-23T04:08:49	2015-05-14T07:00:29.879655-04:00							Copyright © 2009 Published by Elsevier Ltd.		164	176		13	3	7	0	0			
Florida	JL	S0921-8009(09)00462-5	10.1016/j.ecolecon.2009.11.013	fla	FULL-TEXT	S300	ECOLEC	S300.1	0921-8009	271867	S0921-8009(10)X0002-7	69		4			20100215			2009-12-23		2012-03-22	24	2010-10-31T07:39:21	2015-05-15T02:57:26.492632-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		895	904		10	2	9	13	0			
Florida	JL	S1051-0443(09)00131-6	10.1016/j.jvir.2009.01.034	sco	FULL-TEXT	S300	JVIR	S300.2	1051-0443	273602	S1051-0443(09)X0013-8	21		1			201001			2009-12-23		2011-03-23	12	2011-07-22T22:23:21	2015-05-15T04:42:25.266726-04:00							Copyright © 2010 SIR. Published by Elsevier Inc. All rights reserved.		14	31		18	1	9	0	0			
Florida	JL	S0008-6223(09)00860-4	10.1016/j.carbon.2009.12.048	fla	FULL-TEXT	S300	CARBON	S300.2	0008-6223	271508	S0008-6223(10)X0004-5	48		6			201005			2009-12-24		2012-03-23	24	2015-09-30T11:21:15	2015-09-30T14:48:42.945164-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		1697	1701		5	5	0	10	0			
Florida	JL	S0090-4295(09)02406-6	10.1016/j.urology.2009.07.1292	dis	FULL-TEXT	S300	URL	S300.2	0090-4295	271959	S0090-4295(09)X0014-2	75		1			201001			2009-12-24		2011-03-24	12	2011-07-22T22:23:21	2015-05-14T03:26:35.256757-04:00							Copyright © 2010 Elsevier Inc. All rights reserved.		132			1	0	0	0	0			
Florida	JL	S0304-3894(09)02066-4	10.1016/j.jhazmat.2009.12.077	fla	FULL-TEXT	S300	HAZMAT	S300.1	0304-3894	271390	S0304-3894(10)X0003-6	177		1	3		20100515			2009-12-24		2012-03-23	24	2010-10-31T09:12:36	2015-05-14T06:49:21.090214-04:00							Published by Elsevier B.V.		620	625		6	6	2	0	0			
Florida	JL	S1059-0560(09)00123-3	10.1016/j.iref.2009.12.001	fla	FULL-TEXT	S300	REVECO	S300.1	1059-0560	272089	S1059-0560(10)X0003-X	19		4			201010			2009-12-24		2013-03-23	36	2010-10-31T09:46:58	2015-05-15T04:53:17.079946-04:00							Copyright © 2009 Elsevier Inc. All rights reserved.		575	589		15	1	0	59	0			
Florida	JL	S1090-7807(09)00370-X	10.1016/j.jmr.2009.12.015	fla	FULL-TEXT	S300	YJMRE	S300.1	1090-7807	272577	S1090-7807(10)X0002-7	203		1			201003			2009-12-24		2012-03-23	24	2010-10-31T15:52:02	2015-05-15T05:11:43.768924-04:00							Copyright © 2009 Elsevier Inc. All rights reserved.		167	176		10	8	3	129	0			
Florida	JL	S1567-1739(09)00621-X	10.1016/j.cap.2009.12.034	fla	FULL-TEXT	S300	CAP	S300.1	1567-1739	272189	S1567-1739(10)X0004-9	10		4			201007			2009-12-24		2012-03-23	24	2010-10-31T07:44:36	2015-05-15T06:41:39.402697-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		1029	1032		4	7	0	0	0			
Florida	JL	S1570-0232(09)00873-3	10.1016/j.jchromb.2009.12.022	sco	FULL-TEXT	S300	CHROMB	S300.1	1570-0232	272247	S1570-0232(10)X0002-2	878		3	4		20100201			2009-12-24		2012-03-23	24	2010-11-01T14:12:28	2015-05-15T06:49:09.861842-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		497	501		5	3	1	0	0			
Florida	JL	S1590-8658(09)00444-7	10.1016/j.dld.2009.11.009	fla	FULL-TEXT	S300	YDLD	S300.2	1590-8658	272869	S1590-8658(10)X0008-1	42		7			201007			2009-12-24		2011-03-24	12	2011-07-23T04:54:08	2015-05-15T06:58:44.17725-04:00							Copyright © 2009 Editrice Gastroenterologica Italiana S.r.l. Published by Elsevier Ltd. All rights reserved.		482	484		3	0	2	0	0			
Florida	JL	S0028-3908(09)00380-3	10.1016/j.neuropharm.2009.12.014	fla	FULL-TEXT	S300	NP	S300.1	0028-3908	271069	S0028-3908(10)X0002-8	58		4	5		201003	201004		2009-12-28		2011-03-28	12	2010-10-31T07:06:41	2015-05-14T02:07:28.307618-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		767	773		7	3	2	0	0			
Florida	JL	S0163-6383(09)00106-4	10.1016/j.infbeh.2009.11.005	sco	FULL-TEXT	S300	INFBEH	S300.2	0163-6383	272049	S0163-6383(10)X0002-9	33		1			201002			2009-12-28		2012-03-27	24	2014-10-09T13:57:57	2015-05-14T04:26:31.011607-04:00							Published by Elsevier Inc.		111	114		4	0	2	0	0			
Florida	JL	S1569-9048(09)00376-0	10.1016/j.resp.2009.12.006	fla	FULL-TEXT	S300	RESPNB	S300.1	1569-9048	272293	S1569-9048(10)X0003-9	170		2			20100228			2009-12-28		2011-03-28	12	2010-11-01T12:46:15	2015-05-15T06:47:48.395241-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		198	201		4	3	0	0	0			
Florida	JL	S0022-1694(09)00786-0	10.1016/j.jhydrol.2009.12.008	fla	FULL-TEXT	S300	HYDROL	S300.1	0022-1694	271842	S0022-1694(10)X0003-8	381		3	4		20100215			2009-12-29		2012-03-28	24	2010-10-31T17:07:39	2015-05-14T01:14:54.8767-04:00							Copyright © 2009 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		352	363		12	6	1	11	0			
Florida	JL	S0022-3476(09)01085-3	10.1016/j.jpeds.2009.10.040	fla	FULL-TEXT	S300	YMPD	S300.3	0022-3476	272521	S0022-3476(10)X0004-X	156		4			201004			2009-12-29		2011-03-29	12	2011-07-23T07:02:10	2015-05-14T01:34:10.056999-04:00							"Copyright © 2010 AUR. Published by Mosby, Inc. All rights reserved."		562	567.e1		7	2	4	0	0			
Florida	JL	S0161-813X(09)00279-4	10.1016/j.neuro.2009.12.007	fla	FULL-TEXT	S300	NEUTOX	S300.1	0161-813X	272194	S0161-813X(10)X0003-1	31		2			201003			2009-12-29		2011-03-29	12	2010-10-31T11:27:09	2015-05-14T04:26:30.947014-04:00							Copyright © 2009 Elsevier Inc. All rights reserved.		215	222		8	7	0	0	0			
Florida	JL	S0944-7113(09)00266-9	10.1016/j.phymed.2009.10.011	fla	FULL-TEXT	S300	PHYMED	S300.1	0944-7113	273188	S0944-7113(10)X0006-X	17		8	9		201007			2009-12-29		2011-03-29	12	2010-11-01T04:59:10	2015-05-15T03:31:27.557973-04:00							Copyright © 2009 Elsevier GmbH. All rights reserved.		653	658		6	5	0	0	0			
Florida	JL	S1087-1845(09)00220-5	10.1016/j.fgb.2009.12.009	fla	FULL-TEXT	S300	YFGBI	S300.1	1087-1845	272350	S1087-1845(10)X0003-2	47		4			201004			2009-12-29		2011-03-29	12	2010-10-31T14:48:10	2015-05-15T05:08:56.844099-04:00							Copyright © 2009 Elsevier Inc. All rights reserved.		381	391		11	14	0	0	0			
Florida	JL	S0008-8846(09)00345-7	10.1016/j.cemconres.2009.11.013	fla	FULL-TEXT	S300	CEMCON	S300.1	0008-8846	271509	S0008-8846(10)X0004-7	40		5			201005			2009-12-30		2012-03-29	24	2010-10-31T20:48:51	2015-05-13T23:54:47.920002-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		687	698		12	15	0	3	0			
Florida	JL	S0176-1617(09)00509-4	10.1016/j.jplph.2009.11.007	sco	FULL-TEXT	S300	JPLPH	S300.1	0176-1617	273190	S0176-1617(10)X0005-0	167		7			20100501			2009-12-30		2012-03-29	24	2010-10-31T19:02:31	2015-05-14T05:36:30.033299-04:00							Copyright © 2009 Elsevier GmbH. Published by Elsevier GmbH All rights reserved.		578	582		5	3	1	0	0			
Florida	JL	S0960-8524(09)01575-2	10.1016/j.biortech.2009.11.070	fla	FULL-TEXT	S300	BITE	S300.1	0960-8524	271433	S0960-8524(10)X0002-5	101		8			201004			2009-12-30		2012-03-29	24	2010-10-31T14:27:23	2015-05-15T03:58:50.172243-04:00							Published by Elsevier Ltd.		2691	2699		9	11	2	0	0			
Florida	JL	S0960-8524(09)01611-3	10.1016/j.biortech.2009.11.104	fla	FULL-TEXT	S300	BITE	S300.1	0960-8524	271433	S0960-8524(10)X0002-5	101		8			201004			2009-12-30		2012-03-29	24	2010-10-31T14:27:23	2015-05-15T03:58:50.172243-04:00							Copyright © 2009 Elsevier Ltd. All rights reserved.		2825	2836		12	6	4	46	0			
Florida	JL	S1052-3057(09)00065-2	10.1016/j.jstrokecerebrovasdis.2009.03.007	fla	FULL-TEXT	S300	YJSCD	S300.4	1052-3057	272312	S1052-3057(09)X0007-8	19		1			201001			2009-12-30		2011-03-30	12	2011-09-20T12:02:00	2015-05-15T04:44:13.89463-04:00							Copyright © 2010 National Stroke Association. Published by Elsevier Inc. All rights reserved.		49	57		9	1	5	0	0			
Florida	JL	S0022-510X(09)00987-3	10.1016/j.jns.2009.12.009	sco	FULL-TEXT	S300	JNS	S300.1	0022-510X	271029	S0022-510X(10)X0002-8	290		1	2		20100315			2009-12-31		2011-03-31	12	2010-11-01T03:39:29	2015-05-14T01:44:09.541346-04:00							Copyright © 2009 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		142	145		4	2	0	0	0			
Florida	JL	S0167-6911(09)00151-0	10.1016/j.sysconle.2009.12.008	fla	FULL-TEXT	S300	SCL	S300.1	0167-6911	271435	S0167-6911(10)X0002-0	59		2			201002			2009-12-31		2012-03-30	24	2010-10-31T09:12:05	2015-05-15T01:28:34.85122-04:00							Copyright © 2010 Elsevier B.V. Published by Elsevier B.V. All rights reserved.		130	138		9	7	1	572	0			
Florida	JL	S0269-7491(09)00632-0	10.1016/j.envpol.2009.12.024	fla	FULL-TEXT	S300	ENPO	S300.1	0269-7491	271833	S0269-7491(10)X0004-5	158		5			201005			2009-12-31		2012-03-30	24	2010-11-01T01:47:36	2015-05-14T06:15:00.721792-04:00							Published by Elsevier Ltd.		1530	1535		6	4	4	0	0			
Florida	JL	S0014-4886(09)00508-1	10.1016/j.expneurol.2009.12.015	sco	FULL-TEXT	S300	YEXNR	S300.1	0014-4886	272536	S0014-4886(10)X0002-4	222		1			201003			2010-01-04		2011-04-04	12	2010-11-01T22:05:07	2015-05-14T00:22:29.088494-04:00							Published by Elsevier Inc.		165	170		6	2	0	0	0			
Florida	JL	S0021-8502(09)00213-4	10.1016/j.jaerosci.2009.12.002	sco	FULL-TEXT	S300	AS	S300.1	0021-8502	271786	S0021-8502(10)X0003-9	41		3			201003			2010-01-04		2012-04-03	24	2010-10-31T17:39:10	2015-05-14T00:47:25.319681-04:00							Copyright © 2010 Elsevier Ltd. All rights reserved.		326	330		5	3	0	1	0			
Florida	JL	S0022-1694(09)00824-5	10.1016/j.jhydrol.2009.12.030	fla	FULL-TEXT	S300	HYDROL	S300.1	0022-1694	271842	S0022-1694(10)X0006-3	383		3	4		20100330			2010-01-04		2012-04-03	24	2010-10-31T17:07:39	2015-05-14T01:14:54.8767-04:00							Copyright © 2009 Elsevier B.V. All rights reserved.		156	166		11	10	3	22	0			
Florida	JL	S0028-3908(09)00400-6	10.1016/j.neuropharm.2009.12.022	fla	FULL-TEXT	S300	NP	S300.1	0028-3908	271069	S0028-3908(10)X0002-8	58		4	5		201003	201004		2010-01-04		2011-04-04	12	2010-10-31T07:06:41	2015-05-14T02:07:28.307618-04:00							Copyright © 2010 Elsevier Ltd. All rights reserved.		712	721		10	6	0	0	0			
Florida	JL	S0047-259X(09)00246-2	10.1016/j.jmva.2009.12.015	fla	FULL-TEXT	S300	YJMVA	S300.1	0047-259X	272481	S0047-259X(10)X0003-3	101		5			201005			2010-01-04		2012-04-03	24	2010-11-01T18:08:09	2015-05-15T01:13:36.320049-04:00	Full	2014-05-01T00:09:13Z	OpenArchive	http://www.elsevier.com/open-access/userlicense/1.0/		ElsevierBranded	Published by Elsevier Inc.		1190	1202		13	0	0	490	0			
