unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
FLMedEnt	10.1093/jme/tjx052	"""Blosser, E. M. and Burkett-Cadena, N. D."""	2017	Oviposition Strategies of Florida Culex (Melanoconion) Mosquitoes	Journal of Medical Entomology	54	4	812-820	"""Blosser, E. M. and Burkett-Cadena, N. D.""|2017|Oviposition Strategies of Florida Culex (Melanoconion) Mosquitoes|Journal of Medical Entomology|54|4|812-820|Journal Article||10.1093/jme/tjx052|FLMedEnt|"
FLMedEnt	10.1093/jme/tjx140	"""Blosser, E. M., Lord, C. C., Stenn, T., Acevedo, C., Hassan, H. K., Reeves, L. E., Unnasch, T. R. and Burkett-Cadena, N. D."""	2017	Environmental Drivers of Seasonal Patterns of Host Utilization by Culiseta melanura (Diptera: Culicidae) in Florida	Journal of Medical Entomology	54	5	1365-1374	"""Blosser, E. M., Lord, C. C., Stenn, T., Acevedo, C., Hassan, H. K., Reeves, L. E., Unnasch, T. R. and Burkett-Cadena, N. D.""|2017|Environmental Drivers of Seasonal Patterns of Host Utilization by Culiseta melanura (Diptera: Culicidae) in Florida|Journal of Medical Entomology|54|5|1365-1374|Journal Article||10.1093/jme/tjx140|FLMedEnt|"
MidFL_REC		"""Bocsanczy, A. M., Huguet-Tapia, J. C. and Norman, D. J."""	2017	Comparative genomics of Ralstonia solanacearum identifies candidate genes associated with cool virulence.	Frontiers in Plant Science	8		1565	"""Bocsanczy, A. M., Huguet-Tapia, J. C. and Norman, D. J.""|2017|Comparative genomics of Ralstonia solanacearum identifies candidate genes associated with cool virulence.|Frontiers in Plant Science|8||1565|Journal Article|||MidFL_REC|"
PlantPath	10.1128/genomeA.00609-17	"""Bodnar, A. M., Santillana, G., Mavrodieva, V., Liu, Z., Nakhla, M. and Gabriel, D. W."""	2017	Complete Genome Sequences of Three Xanthomonas citri Strains from Texas	Genome Announcements	5	28	e00609-17	"""Bodnar, A. M., Santillana, G., Mavrodieva, V., Liu, Z., Nakhla, M. and Gabriel, D. W.""|2017|Complete Genome Sequences of Three Xanthomonas citri Strains from Texas|Genome Announcements|5|28|e00609-17|Journal Article||10.1128/genomeA.00609-17|PlantPath|"
MicroCell	10.3390/biom7020036	"""Bon Ramos, A., Bao, L. D., Turner, B., De Crecy-Lagard, V. and Iwata-Reuyl, D."""	2017	"""QueF-Like, a Non-Homologous Archaeosine Synthase from the Crenarchaeota"""	Biomolecules	7	2		"""Bon Ramos, A., Bao, L. D., Turner, B., De Crecy-Lagard, V. and Iwata-Reuyl, D.""|2017|""QueF-Like, a Non-Homologous Archaeosine Synthase from the Crenarchaeota""|Biomolecules|7|2||Journal Article||10.3390/biom7020036|MicroCell|"
WildEco		"""Bonebrake, T. C., Brown, C. J., Bell, J. D., Blanchard, J. L., Chauvenet, A., Champion, C., Chen, I.-C., Clark, T. D., Colwell, R. K. and Danielsen, F."""	2017	"""Managing consequences of climate?driven species redistribution requires integration of ecology, conservation and social science"""	Biological Reviews				"""Bonebrake, T. C., Brown, C. J., Bell, J. D., Blanchard, J. L., Chauvenet, A., Champion, C., Chen, I.-C., Clark, T. D., Colwell, R. K. and Danielsen, F.""|2017|""Managing consequences of climate?driven species redistribution requires integration of ecology, conservation and social science""|Biological Reviews||||Journal Article|||WildEco|"
NoFL_REC	10.1080/00275514.2016.1271689	"""Bonito, G., Hameed, K., Toome-Heller, M., Healy, R., Reid, C., Liao, H. L., Aime, M. C., Schadt, C. and Vilgalys, R."""	2017	"""Atractiella rhizophila, sp nov., an endorrhizal fungus isolated from the Populus root microbiome"""	Mycologia	109	1	18-26	"""Bonito, G., Hameed, K., Toome-Heller, M., Healy, R., Reid, C., Liao, H. L., Aime, M. C., Schadt, C. and Vilgalys, R.""|2017|""Atractiella rhizophila, sp nov., an endorrhizal fungus isolated from the Populus root microbiome""|Mycologia|109|1|18-26|Journal Article||10.1080/00275514.2016.1271689|NoFL_REC|"
FtLauder_REC	10.1002/ecs2.1979	"""Bonneau, M., Johnson, F. A., Smith, B. J., Romagosa, C. M., Martin, J. and Mazzotti, F. J."""	2017	Optimal control of an invasive species using a reaction-diffusion model and linear programming	Ecosphere	8	10		"""Bonneau, M., Johnson, F. A., Smith, B. J., Romagosa, C. M., Martin, J. and Mazzotti, F. J.""|2017|Optimal control of an invasive species using a reaction-diffusion model and linear programming|Ecosphere|8|10||Journal Article||10.1002/ecs2.1979|FtLauder_REC|"
AniSci	10.3390/diseases5010007	"""Bonny, T. S., Driver, J. P., Paisie, T., Salemi, M., Morris, J. G., Shender, L. A., Smith, L., Enloe, C., Oxenrider, K., Gore, J. A., Loeb, J. C., Wu, C. Y. and Lednicky, J. A."""	2017	"""Detection of Alphacoronavirus vRNA in the Feces of Brazilian Free-Tailed Bats (Tadarida brasiliensis) from a Colony in Florida, USA"""	Diseases	5	1		"""Bonny, T. S., Driver, J. P., Paisie, T., Salemi, M., Morris, J. G., Shender, L. A., Smith, L., Enloe, C., Oxenrider, K., Gore, J. A., Loeb, J. C., Wu, C. Y. and Lednicky, J. A.""|2017|""Detection of Alphacoronavirus vRNA in the Feces of Brazilian Free-Tailed Bats (Tadarida brasiliensis) from a Colony in Florida, USA""|Diseases|5|1||Journal Article||10.3390/diseases5010007|AniSci|"
WildEco	10.1093/jmammal/gyx110	"""Boone, W. W., Mccleery, R. A. and Reichert, B. E."""	2017	Fox squirrel response to forest restoration treatments in longleaf pine	Journal of Mammalogy	98	6	1594-1603	"""Boone, W. W., Mccleery, R. A. and Reichert, B. E.""|2017|Fox squirrel response to forest restoration treatments in longleaf pine|Journal of Mammalogy|98|6|1594-1603|Journal Article||10.1093/jmammal/gyx110|WildEco|"
Range_REC	10.2135/cropsci2016.10.0890	"""Borges, B. M. M. N., Silveira, M. L., Cardoso, S. S., Moline, E. F. V., Neto, A. M. C., Lucas, F. T., Muraoka, T. and Coutinho, E. L. M."""	2017	"""Growth, Herbage Accumulation, and Nutritive Value of 'Tifton 85' Bermudagrass as Affected by Nitrogen Fertilization Strategies"""	Crop Science	57	6	3333-3342	"""Borges, B. M. M. N., Silveira, M. L., Cardoso, S. S., Moline, E. F. V., Neto, A. M. C., Lucas, F. T., Muraoka, T. and Coutinho, E. L. M.""|2017|""Growth, Herbage Accumulation, and Nutritive Value of 'Tifton 85' Bermudagrass as Affected by Nitrogen Fertilization Strategies""|Crop Science|57|6|3333-3342|Journal Article||10.2135/cropsci2016.10.0890|Range_REC|"
Everglades_REC	10.1111/rec.12593	"""Borkhataria, R. R., Wetzel, P. R., Henriquez, H. and Davis, S. E."""	2017	The Synthesis of Everglades Restoration and Ecosystem Services (SERES): a case study for interactive knowledge exchange to guide Everglades restoration	Restoration Ecology	25		S18-S26	"""Borkhataria, R. R., Wetzel, P. R., Henriquez, H. and Davis, S. E.""|2017|The Synthesis of Everglades Restoration and Ecosystem Services (SERES): a case study for interactive knowledge exchange to guide Everglades restoration|Restoration Ecology|25||S18-S26|Journal Article||10.1111/rec.12593|Everglades_REC|"
FtLauder_REC	10.1099/ijsem.0.002169	"""Boscaro, V., James, E., Fiorito, R., Hehenberger, E., Karnkowska, A., Del Campo, J., Kolisko, M., Irwin, N., Mathur, V., Scheffrahn, R. and Keeling, P."""	2017	"""Molecular characterization and phylogeny of four new species of the genus Trichonympha (Parabasalia, Trichonymphea) from lower termite hindguts"""	International Journal of Systematic and Evolutionary Microbiology	67	9	3570-3575	"""Boscaro, V., James, E., Fiorito, R., Hehenberger, E., Karnkowska, A., Del Campo, J., Kolisko, M., Irwin, N., Mathur, V., Scheffrahn, R. and Keeling, P.""|2017|""Molecular characterization and phylogeny of four new species of the genus Trichonympha (Parabasalia, Trichonymphea) from lower termite hindguts""|International Journal of Systematic and Evolutionary Microbiology|67|9|3570-3575|Journal Article||10.1099/ijsem.0.002169|FtLauder_REC|"
SFRC	10.3389/fmars.2017.0355	"""Boucek, R. E., Lowerre-Barbieri, S., Leone, E., Bickford, J. and Walters-Burnsed, S."""	2017	More than just spawning location: examining fine scale space use of two estuarine fish at a spawning aggregating site.	Frontiers in Marine Science	4		355	"""Boucek, R. E., Lowerre-Barbieri, S., Leone, E., Bickford, J. and Walters-Burnsed, S.""|2017|More than just spawning location: examining fine scale space use of two estuarine fish at a spawning aggregating site.|Frontiers in Marine Science|4||355|Journal Article||10.3389/fmars.2017.0355|SFRC|"
Everglades_REC	10.1186/s12985-017-0810-9	"""Boukari, W., Alcala-Briseno, R., Kraberger, S., Fernandez, E., Filloux, D., Daugrois, J., Comstock, J., Lett, J., Martin, D., Varsani, A., Roumagnac, P., Polston, J. and Rott, P."""	2017	"""Occurrence of a novel mastrevirus in sugarcane germplasm collections in Florida, Guadeloupe and Reunion"""	Virology Journal	14			"""Boukari, W., Alcala-Briseno, R., Kraberger, S., Fernandez, E., Filloux, D., Daugrois, J., Comstock, J., Lett, J., Martin, D., Varsani, A., Roumagnac, P., Polston, J. and Rott, P.""|2017|""Occurrence of a novel mastrevirus in sugarcane germplasm collections in Florida, Guadeloupe and Reunion""|Virology Journal|14|||Journal Article||10.1186/s12985-017-0810-9|Everglades_REC|"
PlantPath		"""Boukari, W., Alcala-Briseno, R., Kraberger, S., Fernandez, E., Filloux, D., Daugrois, J.-H., Comstock, J., Lett, J.-M., Martin, D., Varsani, A., Roumagnac, P., Polston, J. and Rott, P."""	2017	"""Occurrence of a novel mastrevirus in sugarcane germplasm collections in Florida, Guadeloupe and Runion"""	Virology Journal	14	1	146	"""Boukari, W., Alcala-Briseno, R., Kraberger, S., Fernandez, E., Filloux, D., Daugrois, J.-H., Comstock, J., Lett, J.-M., Martin, D., Varsani, A., Roumagnac, P., Polston, J. and Rott, P.""|2017|""Occurrence of a novel mastrevirus in sugarcane germplasm collections in Florida, Guadeloupe and Runion""|Virology Journal|14|1|146|Journal Article|||PlantPath|"
WildEco		"""Bovendorp, R. S., Mccleery, R. A. and Galetti, M."""	2017	Optimising sampling methods for small mammal communities in Neotropical rainforests	Mammal Review	47	2	148-158	"""Bovendorp, R. S., Mccleery, R. A. and Galetti, M.""|2017|Optimising sampling methods for small mammal communities in Neotropical rainforests|Mammal Review|47|2|148-158|Journal Article|||WildEco|"
SW_REC	10.1016/j.scienta.2017.07.049	"""Bowman, K. D. and Albrecht, U."""	2017	Efficient propagation of citrus rootstocks by stem cuttings	Scientia Horticulturae	225		681-688	"""Bowman, K. D. and Albrecht, U.""|2017|Efficient propagation of citrus rootstocks by stem cuttings|Scientia Horticulturae|225||681-688|Journal Article||10.1016/j.scienta.2017.07.049|SW_REC|"
Gulf_REC		"""Boyd, N. S., Vallad, G., Wu, F., Noling, J. and Guan, Z."""	2017	"""Placement of metam potassium in combination with dimethyl disulfide, chloropicrin, and 1,3-dichloropropene for Cyperus rontundus L. and broadleaf weed control in tomato (Solanum lycopericum L.)"""	Crop Protection	100		45-50	"""Boyd, N. S., Vallad, G., Wu, F., Noling, J. and Guan, Z.""|2017|""Placement of metam potassium in combination with dimethyl disulfide, chloropicrin, and 1,3-dichloropropene for Cyperus rontundus L. and broadleaf weed control in tomato (Solanum lycopericum L.)""|Crop Protection|100||45-50|Journal Article|||Gulf_REC|"
Gulf_REC		"""Boyd, N. S., White, S. N. and Larsen, T."""	2017	Sequential aminopyralid and imazapyr applications for Japanese knotweed (Fallopia japonica) management	Invasive Plant Science and Management	10		277-283	"""Boyd, N. S., White, S. N. and Larsen, T.""|2017|Sequential aminopyralid and imazapyr applications for Japanese knotweed (Fallopia japonica) management|Invasive Plant Science and Management|10||277-283|Journal Article|||Gulf_REC|"
AniSci	10.2527/jas.2017.1544	"""Boykin, C. A., Eastwood, L. C., Harris, M. K., Hale, D. S., Kerth, C. R., Griffin, D. B., Arnold, A. N., Hasty, J. D., Belk, K. E., Woerner, D. R., Delmore, R. J., Martin, J. N., Vanoverbeke, D. L., Mafi, G. G., Pfeiffer, M. M., Lawrence, T. E., Mcevers, T. J., Schmidt, T. B., Maddock, R. J., Johnson, D. D., Carr, C. C., Scheffler, J. M., Pringle, T. D., Stelzleni, A. M., Gottlieb, J. and Savell, J. W."""	2017	National Beef Quality Audit - 2016: Survey of carcass characteristics through instrument grading assessments	J Anim Sci	95	7	3003-3011	"""Boykin, C. A., Eastwood, L. C., Harris, M. K., Hale, D. S., Kerth, C. R., Griffin, D. B., Arnold, A. N., Hasty, J. D., Belk, K. E., Woerner, D. R., Delmore, R. J., Martin, J. N., Vanoverbeke, D. L., Mafi, G. G., Pfeiffer, M. M., Lawrence, T. E., Mcevers, T. J., Schmidt, T. B., Maddock, R. J., Johnson, D. D., Carr, C. C., Scheffler, J. M., Pringle, T. D., Stelzleni, A. M., Gottlieb, J. and Savell, J. W.""|2017|National Beef Quality Audit - 2016: Survey of carcass characteristics through instrument grading assessments|J Anim Sci|95|7|3003-3011|Journal Article||10.2527/jas.2017.1544|AniSci|"
NoFL_REC	10.1111/mec.13892	"""Branco, S., Bi, K., Liao, H. L., Gladieux, P., Badouin, H., Ellison, C. E., Nguyen, N. H., Vilgalys, R., Peay, K. G., Taylor, J. W. and Bruns, T. D."""	2017	Continental-level population differentiation and environmental adaptation in the mushroom Suillus brevipes	Molecular Ecology	26	7	2063-2076	"""Branco, S., Bi, K., Liao, H. L., Gladieux, P., Badouin, H., Ellison, C. E., Nguyen, N. H., Vilgalys, R., Peay, K. G., Taylor, J. W. and Bruns, T. D.""|2017|Continental-level population differentiation and environmental adaptation in the mushroom Suillus brevipes|Molecular Ecology|26|7|2063-2076|Journal Article||10.1111/mec.13892|NoFL_REC|"
FtLauder_REC	10.1016/j.ecolmodel.2016.11.016	"""Brandt, L. A., Benscoter, A., Harvey, R. G., Speroterra, C., Bucklin, D. N., Romanach, S., Watling, J. I. and Mazzotti, F. J."""	2017	Comparison of climate envelope models developed using expert-selected variables versus statistical selection	Ecological Modeling	345		10-20	"""Brandt, L. A., Benscoter, A., Harvey, R. G., Speroterra, C., Bucklin, D. N., Romanach, S., Watling, J. I. and Mazzotti, F. J.""|2017|Comparison of climate envelope models developed using expert-selected variables versus statistical selection|Ecological Modeling|345||10-20|Journal Article||10.1016/j.ecolmodel.2016.11.016|FtLauder_REC|"
NoFL_REC	10.1080/09670874.2016.1258501	"""Brar, G. S., Martini, X. and Stelinski, L. L."""	2017	"""Lethal and sub-lethal effects of a novel sulfoximine insecticide, sulfoxaflor, against Asian citrus psyllid and its primary parasitoid under laboratory and field conditions"""	International Journal of Pest Management	63	4	299-308	"""Brar, G. S., Martini, X. and Stelinski, L. L.""|2017|""Lethal and sub-lethal effects of a novel sulfoximine insecticide, sulfoxaflor, against Asian citrus psyllid and its primary parasitoid under laboratory and field conditions""|International Journal of Pest Management|63|4|299-308|Journal Article||10.1080/09670874.2016.1258501|NoFL_REC|"
Citrus_REC	10.1080/09670874.2016.1258501	"""Brar, G. S. M., X.; Stelinski, L. L."""	2017	"""Lethal and sub-lethal effects of a novel sulfoximine insecticide, sulfoxaflor, against Asian citrus psyllid and its primary parasitoid under laboratory and field conditions"""	International Journal of Pest Management	63	4	299-308	"""Brar, G. S. M., X.; Stelinski, L. L.""|2017|""Lethal and sub-lethal effects of a novel sulfoximine insecticide, sulfoxaflor, against Asian citrus psyllid and its primary parasitoid under laboratory and field conditions""|International Journal of Pest Management|63|4|299-308|Journal Article||10.1080/09670874.2016.1258501|Citrus_REC|"
NoFL_REC	10.7717/peerj.3940	"""Braun De Torrez, E. C., Wallrichs, M. A., Ober, H. K. and Mccleery, R. A."""	2017	Mobile acoustic transects miss rare bat species: implications of survey method and spatio-temporal sampling for monitoring bats	PeerJ	5			"""Braun De Torrez, E. C., Wallrichs, M. A., Ober, H. K. and Mccleery, R. A.""|2017|Mobile acoustic transects miss rare bat species: implications of survey method and spatio-temporal sampling for monitoring bats|PeerJ|5|||Journal Article||10.7717/peerj.3940|NoFL_REC|"
West_REC		"""Bravo, W., Leon, R. G., Ferrell, J. A., Mulvaney, M. J. and Wood, C. W."""	2017	Differentiation of life-history traits among palmer amaranth populations (Amaranthus palmeri) and its relation to cropping systems and glyphosate sensitivity	Weed Science	65	3	339-349	"""Bravo, W., Leon, R. G., Ferrell, J. A., Mulvaney, M. J. and Wood, C. W.""|2017|Differentiation of life-history traits among palmer amaranth populations (Amaranthus palmeri) and its relation to cropping systems and glyphosate sensitivity|Weed Science|65|3|339-349|Journal Article|||West_REC|"
Agron	10.1017/wsc.2017.14	"""Bravo, W. L., R. G.; Ferrell, J. A.; Mulvaney, M. J.; Wood, C. W."""	2017	Differentiation of Life-History Traits among Palmer Amaranth Populations (Amaranthus palmeri) and Its Relation to Cropping Systems and Glyphosate Sensitivity	Weed Science	65	3	339-349	"""Bravo, W. L., R. G.; Ferrell, J. A.; Mulvaney, M. J.; Wood, C. W.""|2017|Differentiation of Life-History Traits among Palmer Amaranth Populations (Amaranthus palmeri) and Its Relation to Cropping Systems and Glyphosate Sensitivity|Weed Science|65|3|339-349|Journal Article||10.1017/wsc.2017.14|Agron|"
FtLauder_REC	10.1111/1365-2656.12723	"""Briggs-Gonzalez, V., Bonenfant, C., Basille, M., Cherkiss, M., Beauchamp, J. and Mazzotti, F."""	2017	"""Life histories and conservation of long-live reptiles, an illustration with the American crocodile (Crocodylus acutus)"""	Journal of Animal Ecology	86	5	1102-1113	"""Briggs-Gonzalez, V., Bonenfant, C., Basille, M., Cherkiss, M., Beauchamp, J. and Mazzotti, F.""|2017|""Life histories and conservation of long-live reptiles, an illustration with the American crocodile (Crocodylus acutus)""|Journal of Animal Ecology|86|5|1102-1113|Journal Article||10.1111/1365-2656.12723|FtLauder_REC|"
SFRC	10.1111/are.13271	"""Broach, J. S., Cassiano, E. J. and Watson, C. A."""	2017	Baseline culture parameters for the cyclopoid copepod Oithona colcarva: a potential new live feed for marine fish larviculture	Aquaculture Research	48	8	4461-4469	"""Broach, J. S., Cassiano, E. J. and Watson, C. A.""|2017|Baseline culture parameters for the cyclopoid copepod Oithona colcarva: a potential new live feed for marine fish larviculture|Aquaculture Research|48|8|4461-4469|Journal Article||10.1111/are.13271|SFRC|"
IndianRiv_REC	10.1111/jfb.13381	"""Broach, J. S., Ohs, C. L. and Breen, N. E."""	2017	Protracted volitional spawning of pinfish Lagodon rhomboides and changes in egg quality and fatty-acid composition throughout the spawning season	Journal of Fish Biology	91	3	806-817	"""Broach, J. S., Ohs, C. L. and Breen, N. E.""|2017|Protracted volitional spawning of pinfish Lagodon rhomboides and changes in egg quality and fatty-acid composition throughout the spawning season|Journal of Fish Biology|91|3|806-817|Journal Article||10.1111/jfb.13381|IndianRiv_REC|"
SFRC		"""Broach, J. S., Ohs, C. L. and Dimaggio, M. A."""	2017	"""Effects of egg stocking density on egg hatchability, larval quality and water quality for pinfish, Lagodon rhomboides, and pigfish, Orthopristis chrysoptera"""	Aquaculture Research	48	7	3589-3605	"""Broach, J. S., Ohs, C. L. and Dimaggio, M. A.""|2017|""Effects of egg stocking density on egg hatchability, larval quality and water quality for pinfish, Lagodon rhomboides, and pigfish, Orthopristis chrysoptera""|Aquaculture Research|48|7|3589-3605|Journal Article|||SFRC|"
SFRC	10.1111/are.12891	"""Broach, J. S., Ohs, C. L., Dimaggio, M. A. and Breen, N. E."""	2017	Evaluation of nutritional and environmental variables during early larval culture of pigfish Orthopristis chrysoptera (Linnaeus)	Aquaculture Research	48	2	434-446	"""Broach, J. S., Ohs, C. L., Dimaggio, M. A. and Breen, N. E.""|2017|Evaluation of nutritional and environmental variables during early larval culture of pigfish Orthopristis chrysoptera (Linnaeus)|Aquaculture Research|48|2|434-446|Journal Article||10.1111/are.12891|SFRC|"
IndianRiv_REC	10.1111/are.12891	"""Broach, J. S., Ohs, C. L., Dimaggio, M. A. and Breen, N. E."""	2017	Evaluation of nutritional and environmental variables during early larval culture of pigfish Orthopristis chrysoptera (Linnaeus)	Aquaculture Research	48	2	434-446	"""Broach, J. S., Ohs, C. L., Dimaggio, M. A. and Breen, N. E.""|2017|Evaluation of nutritional and environmental variables during early larval culture of pigfish Orthopristis chrysoptera (Linnaeus)|Aquaculture Research|48|2|434-446|Journal Article||10.1111/are.12891|IndianRiv_REC|"
NoFL_REC	10.1093/ee/nvx086	"""Brodbeck, B. V., Andersen, P. C., Oden, S., Mizell, R. F., Mckamey, S. H. and Zapata, M."""	2017	The Distribution of Cicadellinae Leafhoppers and Other Auchenorrhyncha on Coffee and Citrus in Puerto Rico	Environmental Entomology	46	3	511-520	"""Brodbeck, B. V., Andersen, P. C., Oden, S., Mizell, R. F., Mckamey, S. H. and Zapata, M.""|2017|The Distribution of Cicadellinae Leafhoppers and Other Auchenorrhyncha on Coffee and Citrus in Puerto Rico|Environmental Entomology|46|3|511-520|Journal Article||10.1093/ee/nvx086|NoFL_REC|"
AniSci	10.1007/s10815-017-1031-2	"""Bromfield, J. J. and Iacovides, S. M."""	2017	Evaluating lipopolysaccharide-induced oxidative stress in bovine granulosa cells	Journal of Assisted Reproduction and Genetics	34	12	1619-1626	"""Bromfield, J. J. and Iacovides, S. M.""|2017|Evaluating lipopolysaccharide-induced oxidative stress in bovine granulosa cells|Journal of Assisted Reproduction and Genetics|34|12|1619-1626|Journal Article||10.1007/s10815-017-1031-2|AniSci|"
AniSci	10.1071/RD17345	"""Bromfield, J. J., Rizo, J. A. and Ibrahim, L. A."""	2017	Paternal priming of maternal tissues to optimise pregnancy success	"""Reproduction, Fertility & Development"""	30	1	50-55	"""Bromfield, J. J., Rizo, J. A. and Ibrahim, L. A.""|2017|Paternal priming of maternal tissues to optimise pregnancy success|""Reproduction, Fertility & Development""|30|1|50-55|Journal Article||10.1071/RD17345|AniSci|"
SoilWater	10.1002/2017gl072867	"""Brookshire, E. N. J., Gerber, S., Greene, W., Jones, R. T. and Thomas, S. A."""	2017	Global bounds on nitrogen gas emissions from humid tropical forests	Geophysical Research Letters	44	5	2017GL072867	"""Brookshire, E. N. J., Gerber, S., Greene, W., Jones, R. T. and Thomas, S. A.""|2017|Global bounds on nitrogen gas emissions from humid tropical forests|Geophysical Research Letters|44|5|2017GL072867|Journal Article||10.1002/2017gl072867|SoilWater|"
FtLauder_REC	10.21273/HORTTECH03742-17	"""Broschat, T."""	2017	Effects of Fertilizer Type and Rate on the Quality and Nutrient Concentrations of Three Species of Field-grown Shrubs in South Florida	HortTechnology	27	4	517-522	"""Broschat, T.""|2017|Effects of Fertilizer Type and Rate on the Quality and Nutrient Concentrations of Three Species of Field-grown Shrubs in South Florida|HortTechnology|27|4|517-522|Journal Article||10.21273/HORTTECH03742-17|FtLauder_REC|"
FtLauder_REC	10.21273/HORTTECH03864-17	"""Broschat, T."""	2017	Effects of Fertilizer Type and Rate on the Quality and Nutrient Content of Four Species of Trees Growing in Sandy South Florida Soils	HortTechnology	27	6	813-817	"""Broschat, T.""|2017|Effects of Fertilizer Type and Rate on the Quality and Nutrient Content of Four Species of Trees Growing in Sandy South Florida Soils|HortTechnology|27|6|813-817|Journal Article||10.21273/HORTTECH03864-17|FtLauder_REC|"
WildEco	10.1111/ecog.02543	"""Brudvig, L. A., Leroux, S. J., Albert, C. H., Bruna, E. M., Davies, K. F., Ewers, R. M., Levey, D. J., Pardini, R. and Resasco, J."""	2017	Evaluating conceptual models of landscape change	Ecography	40	1	74-84	"""Brudvig, L. A., Leroux, S. J., Albert, C. H., Bruna, E. M., Davies, K. F., Ewers, R. M., Levey, D. J., Pardini, R. and Resasco, J.""|2017|Evaluating conceptual models of landscape change|Ecography|40|1|74-84|Journal Article||10.1111/ecog.02543|WildEco|"
WildEco	10.1007/s12237-016-0137-6	"""Brush, J. M., Schwarzer, A. C. and Frederick, P. C."""	2017	Importance and Function of Foraging and Roost Habitat for Wintering American Oystercatchers	Estuaries and Coasts	40	1	286-295	"""Brush, J. M., Schwarzer, A. C. and Frederick, P. C.""|2017|Importance and Function of Foraging and Roost Habitat for Wintering American Oystercatchers|Estuaries and Coasts|40|1|286-295|Journal Article||10.1007/s12237-016-0137-6|WildEco|"
PlantPath		"""Buddenhagen, C., Hernandez Nopsa, J., Andersen, K., Andrade-Piedra, J., Forbes, G., Kromann, P., Thomas-Sharma, S., Useche, P. and Garrett, K."""	2017	Epidemic network analysis for mitigation of invasive pathogens in seed systems: Potato in Ecuador	Phytopathology	107	10	1209-1218	"""Buddenhagen, C., Hernandez Nopsa, J., Andersen, K., Andrade-Piedra, J., Forbes, G., Kromann, P., Thomas-Sharma, S., Useche, P. and Garrett, K.""|2017|Epidemic network analysis for mitigation of invasive pathogens in seed systems: Potato in Ecuador|Phytopathology|107|10|1209-1218|Journal Article|||PlantPath|"
PlantPath	10.7287/peerj.preprints.2806v1	"""Buddenhagen, C. E., Andersen, K. F., Fulton, J. C. and Garrett, K. A."""	2017	Survey methods for seed system network analysis	PeerJ Preprints	5		e2806v1	"""Buddenhagen, C. E., Andersen, K. F., Fulton, J. C. and Garrett, K. A.""|2017|Survey methods for seed system network analysis|PeerJ Preprints|5||e2806v1|Journal Article|Ineligible: Not peer-reviewed in Ulrichs or other source|10.7287/peerj.preprints.2806v1|PlantPath|"
FRED	10.1094/phyto-03-17-0108-f1	"""Buddenhagen, C. E., Nopsa, J. F. H., Andersen, K. F., Andrade-Piedra, J., Forbes, G. A., Kromann, P., Thomas-Sharma, S., Useche, P. and Garrettt, K. A."""	2017	Epidemic Network Analysis for Mitigation of Invasive Pathogens in Seed Systems: Potato in Ecuador	Phytopathology	107	10	1209-1218	"""Buddenhagen, C. E., Nopsa, J. F. H., Andersen, K. F., Andrade-Piedra, J., Forbes, G. A., Kromann, P., Thomas-Sharma, S., Useche, P. and Garrettt, K. A.""|2017|Epidemic Network Analysis for Mitigation of Invasive Pathogens in Seed Systems: Potato in Ecuador|Phytopathology|107|10|1209-1218|Journal Article||10.1094/phyto-03-17-0108-f1|FRED|"
AgEd		"""Bunch, J. C. C., ; M.; & Rampold, S. D."""	2017	4-H members motivating factors for and deterrents to participation in an international experience program: Development of the 4- H international experience program questionnaire	Journal of Southern Agricultural Education	67	005	1-9	"""Bunch, J. C. C., ; M.; & Rampold, S. D.""|2017|4-H members motivating factors for and deterrents to participation in an international experience program: Development of the 4- H international experience program questionnaire|Journal of Southern Agricultural Education|67|005|1-9|Journal Article|Manually entered AM 1/26/18; New Faculty: Bunch AgEd||AgEd|"
FLMedEnt	10.1093/jme/tjw226	"""Burkett-Cadena, N. D. and Blosser, E. M."""	2017	"""Aedeomyia squamipennis (Diptera: Culicidae) in Florida, USA, a New State and Country Record"""	Journal of Medical Entomology	54	3	788-792	"""Burkett-Cadena, N. D. and Blosser, E. M.""|2017|""Aedeomyia squamipennis (Diptera: Culicidae) in Florida, USA, a New State and Country Record""|Journal of Medical Entomology|54|3|788-792|Journal Article||10.1093/jme/tjw226|FLMedEnt|"
FLMedEnt	10.1016/j.baae.2017.09.012	"""Burkett-Cadena, N. D. and Vittor, A. Y."""	2017	Deforestation and vector-borne disease: Forest conversion favors important mosquito vectors of human pathogens	Basic and Applied Ecology				"""Burkett-Cadena, N. D. and Vittor, A. Y.""|2017|Deforestation and vector-borne disease: Forest conversion favors important mosquito vectors of human pathogens|Basic and Applied Ecology||||Journal Article||10.1016/j.baae.2017.09.012|FLMedEnt|"
EntNem	10.1093/jme/tjw205	"""Burrus, R., Hogsette, J., Kaufman, P., Maruniak, J., Simonne, A. and Mai, V."""	2017	Prevalence of Escherichia coli O157:H7 From House Flies (Diptera: Muscidae) and Dairy Samples in North Central Florida	Journal of Medical Entomology	54	3	733-741	"""Burrus, R., Hogsette, J., Kaufman, P., Maruniak, J., Simonne, A. and Mai, V.""|2017|Prevalence of Escherichia coli O157:H7 From House Flies (Diptera: Muscidae) and Dairy Samples in North Central Florida|Journal of Medical Entomology|54|3|733-741|Journal Article||10.1093/jme/tjw205|EntNem|"
