IFAS_Unit	Authors	Year	Title	Journal Name	Vol	Issue	Pages	Doi
FLMedEnt	"Day, J. F."	2016	The worldwide reemergence of Zika virus	One Health Newsletter	9	2	12-Jul	
FLMedEnt	"Day, J. F."	2016	Mosquito Oviposition Behavior and Vector Control	Insects	7	4		
SFRC	"De Almeida, J. E. D. G., J. F. R.; Silva, F. F. E.; De Resende, M. D. V.; Munoz, P.; Kirst, M.; Resende, M. F. R."	2016	The contribution of dominance to phenotype prediction in a pine breeding and simulated population	Heredity	117	1	33-41	10.1038/hdy.2016.23
Agron	"De Almeida, J. E. D. G., J. F. R.; Silva, F. F. E.; De Resende, M. D. V.; Munoz, P.; Kirst, M.; Resende, M. F. R."	2016	The contribution of dominance to phenotype prediction in a pine breeding and simulated population	Heredity	117	1	33-41	10.1038/hdy.2016.23
AniSci	"De Benedictis, P. M., Andrea; Nodari, Elena Rota; Aiello, Roberta; Zecchin, Barbara; Salomoni, Angela; Foglierini, Mathilde; Agatic, Gloria; Vanzetta, Fabrizia; Lavenir, Rachel"	2016	Development of broad?spectrum human monoclonal antibodies for rabies post?exposure prophylaxis	EMBO molecular medicine	8	4	407-421	
MicroCell	"De Crécy-Lagard, V."	2016	"Quality Annotations, a Key Frontier in the Microbial Sciences"	Microbe Magazine	11	7	303-310	doi:10.1128/microbe.11.303.1
ABE	"De Faria, R. T. C., R.; Werner, S. S.; Zanao, L. A.; Hoogenboom, G."	2016	Soybean yield in relation to distance from the Itaipu reservoir	International Journal of Biometeorology	60	7	1015-1028	10.1007/s00484-015-1093-8
HortSci	"De Giuseppe, P. D. S., Ml; De Sousa, Sm; Koch, Ke; Yunes, Ja; Aparicio, R; Murakami, Mt"	2016	A comparative structural analysis reveals distinctive features of co-factor binding and substrate specificity in plant aldo-keto reductases	Biochemical and Biophysical Research Communications	474	4	696-701	10.1016/j.bbrc.2016.05.011
FoodSci	"De Moraes, M. C., Tk; Ginn, a; Wright, Ac; Parker, K; Hoffman, C; Pascual, Dw; Danyluk, Md; Teplitski, M"	2016	Development of an Avirulent Salmonella Surrogate for Modeling Pathogen Behavior in Pre- and Postharvest Environments	Applied and Environmental Microbiology	82	14	4100-4111	10.1128/AEM.00898-16
Citrus_REC	"De Moraes, M. H. C., T. K.; Ginn, A.; Wright, A. C.; Parker, K.; Hoffman, C.; Pascual, D. W.; Danyluk, M. D.; Teplitski, M."	2016	Development of an Avirulent Salmonella Surrogate for Modeling Pathogen Behavior in Pre- and Postharvest Environments	Applied and Environmental Microbiology	82	14	4100-4111	10.1128/aem.00898-16
SoilWater	"De Moraes, M. H. C., T. K.; Ginn, A.; Wright, A. C.; Parker, K.; Hoffman, C.; Pascual, D. W.; Danyluk, M. D.; Teplitski, M."	2016	Development of an Avirulent Salmonella Surrogate for Modeling Pathogen Behavior in Pre- and Postharvest Environments	Applied and Environmental Microbiology	82	14	4100-4111	10.1128/aem.00898-16
	"De Moraes, M. H. D., Prerak; Porwollik, Steffen; Alvarez, Rocio Canals; Perez, Daniel R; Chu, Weiping; Mcclelland, Michael; Teplitski, Max"	2016 accepted	Salmonella persistence in tomatoes requires a distinct set of metabolic functions identified by transposon insertion sequencing	"Applied and Environmental Microbiology, 10.1128/AEM.03028-16"		AEM. 03028-16	10.1128/AEM.03028-16	SoilWater
	"De, M. T., G.S."	2016	High					
	removal of effluent-borne nitrogen with multiple external electron donors in							
	the engineered drainfield of an advanced septic system	Journal of Environmental						
	"Quality, 10.2134/jeq2016.06.0215"	45	1874-1882	10.2134/jeq2016.06.0215	Gulf_REC			
	"De, M. T., G.S."	2016	Mass balance of water and nitrogen in the mounded drainfield of a					
	drip-dispersal septic system	"Journal of Environmental Quality, 10.2134/jeq2016.02.0043"	45	1392-1399	10.2134/jeq2016.02.0043	Gulf_REC		
SoilWater	"De, M. T., G. S."	2016	High Removal of Effluent-borne Nitrogen with Multiple External Electron Donors in the Engineered Drainfield of an Advanced Septic System	Journal of Environmental Quality	45	6	1874-1882	10.2134/jeq2016.06.0215
SoilWater	"De, M. T., G. S."	2016	Mass Balance of Water and Nitrogen in the Mounded Drainfield of a Drip-Dispersal Septic System	Journal of Environmental Quality	45	4	1392-1399	10.2134/jeq2016.02.0043
HortSci	"De Oliveira, L. M. G., J.; De, J.; Rathinasabapathi, B.; Marchi, G.; Chen, Y.; Ma, L. Q."	2016	Sulfate and chromate increased each other's uptake and translocation in As-hyperaccumulator Pteris vittata	Chemosphere	147		36-43	10.1016/j.chemosphere.2015.12.088
SoilWater	"De Oliveira, L. M. G., J.; De, J.; Rathinasabapathi, B.; Marchi, G.; Chen, Y. S.; Ma, L. N. Q."	2016	Sulfate and chromate increased each other's uptake and translocation in As-hyperaccumulator Pteris vittata	Chemosphere	147		36-43	10.1016/j.chemosphere.2015.12.088
NOFL_REC	"De Oliveira, O. F., Dos Santos, M. V. F., Da Cunha, M. V., Dubeux, J. C. B., Muir, J. P., De Mello, A. C. L., Lira, M. A. and De Barros, G."	2016	Botanical composition of Caatinga rangeland and diets selected by grazing sheep	Tropical Grasslands-Forrajes Tropicales	4	2	71-81	10.17138/tgft(4)71-81
MicroCell	"De Oliveira, R. R. and Nicholson, W. L."	2016	"Synthetic operon for (R,R)-2,3-butanediol production in Bacillus subtilis and Escherichia coli"	Applied Microbiology and Biotechnology	100	2	719-728	10.1007/s00253-015-7030-2
EnvHort	"De Oliveira, S. F., Fisher, P. R., Huang, J. S. and Mello, S. D."	2016	Strategies to Provide Fertilizer for Both Production and Consumer Phases of Petunia	Horttechnology	26	2	164-175	
MicroCell	"De Panis, D. N., Padro, J., Furio-Tari, P., Tarazona, S., Carmona, P. S. M., Soto, I. M., Dopazo, H., Conesa, A. and Hasson, E."	2016	Transcriptome modulation during host shift is driven by secondary metabolites in desert Drosophila	Molecular Ecology	25	18	4534-4550	10.1111/mec.13785
MicroCell	"De Quadros, P. D., Zhalnina, K., Davis-Richardson, A. G., Drew, J. C., Menezes, F. B., Camargo, F. a. D. and Triplett, E. W."	2016	"Coal mining practices reduce the microbial biomass, richness and diversity of soil"	Applied Soil Ecology	98		195-203	10.1016/j.apsoil.2015.10.016
NOFL_REC	"De Torrez, E. C. B., Ober, H. K. and Mccleery, R. A."	2016	Use of a Multi-tactic Approach to Locate an Endangered Florida Bonneted Bat Roost	Southeastern Naturalist	15	2	235-242	
AniSci	"De Vries, A. D., H.; Hogeveen, H."	2016	Economic evaluation of stall stocking density of lactating dairy cows	J Dairy Sci	99	5	3848-57	10.3168/jds.2015-10556
MidFL_REC	"Dean, D. a. D., S.A.; Grant, T.N.L.; Gray, D.J.; Li, Z.T.; Trigiano, R.N."	2016	The Application of Precision Breeding (PB) for Crop Improvement is Fully Consistent with the Plant Life Cycle: The Utility of PB for Grapevine	ACTA Hort.	1115		46-56	
Citrus_REC	"Defterli, S. G. S., Y.; Xu, Y.; Ehsani, R."	2016	REVIEW OF ROBOTIC TECHNOLOGY FOR STRAWBERRY PRODUCTION	Applied Engineering in Agriculture	32	3	301-318	10.13031/aea.32.11318
WILDECO	"Del Pliego, P., Scheffers, Br, Basham, Ew, Woodcock, P, Wheeler, C, Gilroy, Jj, Uribe, Cam, Haugaasen, T, Freckleton, Rp and Edwards, Dp"	2016	Thermally buffered microhabitats recovery in tropical secondary forests following land abandonment	Biological Conservation	201		385-395	10.1016/j.biocon.2016.07.038
Agron	"Dellatorre, C., ; Gettys, L.; Haller, W.; Ferrell, J.; Leon, R."	2017	Efficacy of Aquatic Herbicides on Dwarf Rotala (Rotala rotundifolia)	Journal of Aquatic Plant Management	55		13-18	
Gulf_REC	"Delphin, S. E., Fj; Abd-Elrahman, a; Cropper, Wp"	2016	Urbanization as a land use change driver of forest ecosystem services	Land Use Policy	54		188-199	
SFRC	"Delphin, S. E., F.J.; Abd-Elrahman, A.; Cropper, W."	2016	Urbanization as a land use change driver of forest ecosystem Services	Land Use Policy	54		188-199	
HortSci	"Deltsidis, A. I. B., E. A.; Bai, J.; Brecht, J. K."	2016	Tomato chilling injury threshold defined by the volatile profiles of pink harvested tomato fruit.	Acta Horticulturae	1120		7	
	"Demirbas, A. W., Bruce Ari; Ocsoy, Ismail"	2016	Biosynthesis of red cabbage extract directed Ag NPs					
	and their effect in the loss of antioxidant	Materials Letters	179	September	3	http://dx.doi.org/10.1016/j.matlet.2016.05.056	ABE	
	"Dendy, S. P. T., B.; Alexander, H. A.; Fay, P.; A.; Murray, L.; Xing, Y.; Garrett, K. A."	In press.	A long-term study of burning effects on a plant					
	pathogen in tallgrass prairie	"Plant Pathology, 10.1111/ppa12676"			10.1111/ppa12676	PlantPath		
ABE	"Deng, W. H. C., B. Y.; Zhang, Y. Q.; Yan, S. L.; Gao, H. B.; Zhang, J. Q.; Mclamore, E. S.; Venagas, D. C.; Shen, Y. B.; Wu, B."	2016	Influence of Artemisia ordosica extract on growth of associated plants by regulating the absorbtion of NH4+ and K+	Allelopathy Journal	37	2	175-193	
Gulf_REC	"Deng, Z. H., B. K.; Peres, N. A."	2016	"Caladium Cultivars Cosmic Delight, Fiesta, and Hearts Desire"	Hortscience	51	6	766-771	
	"Deratt, B. R., Ma; Gregory, Jf"	2016	Short-Term Vitamin B-6 Restriction Does Not Affect Plasma Concentrations of Hydrogen Sulfide Biomarkers Lanthionine and Homolanthionine in Healthy Men and Women	"J Nutr, 10.3945/jn.115.227819"			10.3945/jn.115.227819	FoodSci
Agron	"Dermawan, H. K., R.; Jung, J. H.; Zhao, Y.; Parajuli, S.; Sanahuja, G.; Altpeter, F."	2016	Development of an intragenic gene transfer and selection protocol for sugarcane resulting in resistance to acetolactate synthase-inhibiting herbicide	Plant Cell Tissue and Organ Culture	126	3	459-468	10.1007/s11240-016-1014-5
Agron	"Deryng, D. E., J.; Folberth, C.; Muller, C.; Pugh, T. A. M.; Boote, K. J.; Conway, D.; Ruane, A. C.; Gerten, D.; Jones, J. W.; Khabarov, N.; Olin, S.; Schapho, S.; Schmid, E.; Yang, H.; Rosenzweig, C."	2016	Regional disparities in the beneficial effects of rising CO2 concentrations on crop water productivity	Nature Climate Change	6	8	786-+	10.1038/nclimate2995
EntNem	"Devkota, S., ; Seal, D.R., Liburd, O.E,. Ferguson, S., Waddill, C.T., and Martin,; C.G."	2016	Responses of  Liriomyza trifolii  (Diptera: Agromyzidae) to chemical and biorational insecticides.	Florida Entomologist	99		616-623	
	"Dewar, P., Keene, S., Kalk, T., Clark, D. and Colquhoun, T."	2016	Identifying the Drivers of					
	a Foliage Plant Purchasing Decision via Contemporary Psychophysics	Journal of Horticulture	3	177		10.4172/2376-0354.1000177	EnvHort	
	"Dhaliwal, S. S. T., G.S.; Newman, S.; Osborne, T.Z."	2016	Trace metals in the					
	soils of Water Conservation Area of Florida Everglades: consideration for							
	ecosystem restoration	"Journal of Soils and Sediments, 10.1007/s11368-016-1459-5"			10.1007/s11368-016-1459-5	Gulf_REC		
	"Dhaliwal, S. S. T., Gurpal S; Rodriguez-Jorquera, Ignacio a; Osborne, Todd Z; Newman, Susan"	2016	Trace metals in the soils of Water Conservation Area of Florida Everglades: Considerations for ecosystem restoration	"Journal of Soils and Sediments, 10.1007/s11368-016-1459-5"		10-Jan	10.1007/s11368-016-1459-5	SoilWater
SW_REC	"Di Gioia, F., Ozores-Hampton, M., Hong, J., Kokalis-Burelle, N., Albano, J., Zhao, X., Black, Z., Gao, Z. F., Wilson, C., Thomas, J., Moore, K., Swisher, M., Guo, H. C. and Rosskopf, E. N."	2016	"The Effects of Anaerobic Soil Disinfestation on Weed and Nematode Control, Fruit Yield, and Quality of Florida Fresh-market Tomato"	Hortscience	51	6	703-711	
FYCS	"Di Gioia, F. O.-H., M.; Hong, J.; Kokalis-Burelle, N.; Albano, J.; Zhao, X.; Black, Z.; Gao, Z. F.; Wilson, C.; Thomas, J.; Moore, K.; Swisher, M.; Guo, H. C.; Rosskopf, E. N."	2016	"The Effects of Anaerobic Soil Disinfestation on Weed and Nematode Control, Fruit Yield, and Quality of Florida Fresh-market Tomato"	Hortscience	51	6	703-711	
	"Di Gioia, F. O.-H., M.; Hong, J.; Kokalis-Burelle, N.; Albano, J.; Zhao, X.; Black, Z.; Gao, Z.; Wilson, C.; Thomas, J.; Moore, K.; Swisher, M.; Guo, H.; Rosskopf, E.N."	2016	The effects of anaerobic soil disinfestation on					
	"weed and nematode control, fruit yield and quality of Florida fresh-market"							
	tomato	HortScience	51		703-711		HortSci	
SoilWater	"Di Gioia, F. O.-H., M.; Hong, J.; Kokalis-Burelle, N.; Albano, J.; Zhao, X.; Black, Z.; Gao, Z. F.; Wilson, C.; Thomas, J.; Moore, K.; Swisher, M.; Guo, H. C.; Rosskopf, E. N."	2016	"The Effects of Anaerobic Soil Disinfestation on Weed and Nematode Control, Fruit Yield, and Quality of Florida Fresh-market Tomato"	Hortscience	51	6	703-711	
AgEd	"Dibenedetto, C. a. L., K. W.; Lamm, A. J.; Myers, B. E."	2016	Examining undergraduate student attitude towards interdisciplinary education	Journal of Agricultural Education	57	1	167-178	10.5032/jae.2016.01167
EnvHort	"Dickson, R. W., Fisher, P. R., Argo, W. R., Jacques, D. J., Sartain, J. B., Trenholm, L. E. and Yeager, T. H."	2016	Solution Ammonium: Nitrate ratio and cation/anion uptake affect acidity or basicity with floriculture species in hydroponics	Scientia Horticulturae	200		36-44	10.1016/j.scienta.2015.12.034
EnvHort	"Dickson, R. W., Fisher, P. R., Padhye, S. R. and Argo, W. R."	2016	Evaluating Calibrachoa (Calibrachoa× hybrida Cerv.) Genotype Sensitivity to Iron Deficiency at High Substrate pH	HortScience	51	12	1452-1457	10.21273/HORTSCI11038-16
	"Diehl, D. C. G., E.P.; Sloan, N.L.; Dourte, D.R.; Galindo-Gonzalez"	2016	From Resistance to					
	Receptiveness: Farmer Willingness to Participate in Extension Discussions About							
	Climate Variability and Climate Change	J. of Human sciences and Extension	4	3	14		ABE	
	"Diehl, D. C. G., E.P.; Sloan, N.L.; Dourte, D.R.; Galindo-Gonzalez, S.; Fraisee, C.W."	2016	From resistance to					
	receptiveness: Farmer willingness to participate in extension discussions about							
	climate variability and climate change	Journal of Human Sciences and Extension	4	3	61-74		FYCS	
AgEd	"Diehl, D. C. G., E. P.; Sloan, N .L.; Dourte, D. R.; Galindo-Gonzalez, S.; Fraisse, C. W."	2016	From resistance to receptiveness:  Farmers willingness to participate in extension discussions about climate variability and climate change.	Journal of Human Sciences and Extension	4	3	61-74	
FYCS	"Diem, K."	2016	"Program Standards and Expectations: Providing Clarity, Consistency, and Focus"	Journal of Extension	54	4		
SFRC	"Dimaggio, M. a. B., T. S.; Kenter, L. W.; Diessner, C. G.; Burgess, A. I.; Berlinsky, D. L."	2016	The effects of elevated salinity on river herring embryo and larval survival	Environmental Biology of Fishes	99	5	451-461	10.1007/s10641-016-0488-7
SFRC	"Dimaggio, M. a. K., L. W.; Breton, T. S.; Berlinsky, D. L."	2016	"Effects of dietary genistein administration on growth, survival and sex determination in southern flounder, Paralichthys lethostigma"	Aquaculture Research	47	1	82-90	10.1111/are.12470
	"Ding, F. H., Zhenli; Liu, Shuxin; Zhang, Sihai; Zhao, Fengliang; Li, Qinfen; Stoffella, Peter J."	2016	"Heavy metals in composts of China: historical changes, regional variation, and potential impact on soil quality"	"Environmental science and pollution research international, 10.1007/s11356-016-8057-3 "			10.1007/s11356-016-8057-3 	SoilWater
FoodSci	"Ding, Y. P., Ek; Johansson, S; Gregory, Jf; Ueland, Pm; Svingen, Gf; Helgeland, O; Meyer, K; Fredriksen, a; Nygard, Ok"	2016	B vitamin treatments modify the risk of myocardial infarction associated with a MTHFD1 polymorphism in patients with stable angina pectoris	Nutr Metab Cardiovasc Dis	26	6	495-501	10.1016/j.numecd.2015.12.009
	"Ding, Y. P., Er; Svingen, Gf; Helgeland, O; Gregory, Jf; Loland, Kh; Meyer, K; Tell, Gs; Ueland, Pm; Nygard, Ok"	2016	MTHFD1 Polymorphisms Modify the Associations of Plasma Glycine and Serine with Risk of AMI in Patients with Stable Angina Pectoris in WENBIT	"Circ Cardiovasc Genet, 10.1161/circgenetics.116.001483"			10.1161/circgenetics.116.001483	FoodSci
MicroCell	"Ding, Y. Z., Dommel, M. and Mou, Z. L."	2016	Abscisic acid promotes proteasome-mediated degradation of the transcription coactivator NPR1 in Arabidopsis thaliana	Plant Journal	86	1	20-34	10.1111/tpj.13141
ABE	"Ding, Z. H. H., X.; Wan, Y. S.; Wang, S. S.; Gao, B."	2016	"Removal of lead, copper, cadmium, zinc, and nickel from aqueous solutions by alkali-modified biochar: Batch and column tests"	Journal of Industrial and Engineering Chemistry	33		239-245	10.1016/j.jiec.2015.10.007
ABE	"Ding, Z. H. W., Y. S.; Hu, X.; Wang, S. S.; Zimmerman, A. R.; Gao, B."	2016	Sorption of lead and methylene blue onto hickory biochars from different pyrolysis temperatures: Importance of physicochemical properties	Journal of Industrial and Engineering Chemistry	37		261-267	10.1016/j.jiec.2016.03.035
Agron	"Dittmar, P. J. F., J. A.; Fernandez, J. V.; Smith, H."	2016	Effect of Glyphosate and Dicamba Drift Timing and Rates in Bell Pepper and Yellow Squash	Weed Technology	30	1	217-223	10.1614/wt-d-15-00085.1
HortSci	"Dittmar, P. J. M., D.W.; Jennings, K.M."	2016	Tolerance of bell pepper to herbicides applied through a drip irrigation system.	Weed Technol.	30		486-491	
SFRC	"Dixon Hamil, K. I., B.V., Iii; Huang, W.; Fei, S.; Zhang, H."	2016	Cross-scale contradictions in ecological relationships	Landscape Ecology	31	1	18-Jul	
FYCS	"Djidonou, D. S., Amarat H; Koch, Karen E; Brecht, Jeffrey K; Zhao, Xin"	2016	Nutritional Quality of Field-grown Tomato Fruit as Affected by Grafting with Interspecific Hybrid Rootstocks	HortScience	51	12	1618-1624	
	"Djidonou, D. S., A.H.; Koch, K.E.; Brecht, J.K.; Zhao, X."	2016	Nutritional Quality					
	of Field-grown Tomato Fruit as Affected by Grafting with Interspecific Hybrid							
	Rootstocks.		51		1618-1624		HortSci	
WILDECO	"Dodrill, M. J. Y., Michael D; Pine Iii, William E"	2016	Assessing Predation Risks for Small Fish in a Large River Ecosystem between Contrasting Habitats and Turbidity Conditions	The American Midland Naturalist	175	2	206-221	
IFAS_Global	"Dohoo, I."	2016	"Nutritional characterisation of low-income households of Nairobi: socioeconomic, livestock and gender considerations and predictors of malnutrition from a cross-sectional survey"	BMC nutrition	2	1	20-Jan	
ABE	"Dokoohaki, H. G., M.; Mousavi, S. F.; Zand-Parsa, S.; Miguez, F. E.; Archontoulis, S. V.; Hoogenboom, G."	2016	Coupling and testing a new soil water module in DSSAT CERES-Maize model for maize production under semi-arid condition	Agricultural Water Management	163		90-99	10.1016/j.agwat.2015.09.002
FoodSci	"Dole, T. K., S; Baker, Sm; Goodrich, R; Marshall, Mr; Sarnoski, Pj"	2016	The matrix effect of tuna and mahi-mahi on biogenic amine detection	Journal of Food and Health Science	2	2	74-81	
SFRC	"Dole, T. S. K. S. M. B. R. M. G.-S. M. R. M. P. J. S."	2016	The matrix effect of tuna and mahi-mahi on biogenic amine detection.	Journal of Food and Health Science	2	3	74-81	
ABE	"Dong, S. a. S., X. Q.; Gao, B.; Wu, J. F.; Sun, Y. Y.; Guo, H. Y.; Xu, H. X.; Wu, J. C."	2016	Retention and release of graphene oxide in structured heterogeneous porous media under saturated and unsaturated conditions	Environmental Science & Technology	50	19	10397-10405	10.1021/acs.est.6b01948
ABE	"Dong, S. N. S., Y. Y.; Wu, J. C.; Wu, B. J.; Creamer, A. E.; Gao, B."	2016	Graphene oxide as filter media to remove levofloxacin and lead from aqueous solution	Chemosphere	150		759-764	10.1016/j.chemosphere.2015.11.075
IndianRiv_REC	"Dong, Y. J., Chen, W. F., Xu, L. L., Kong, J., Liu, S., He, Z. L."	2016	Nitric oxide can induce tolerance to oxidative stress of peanut seedlings under cadmium toxicity	Plant Growth Regulation	79	1	19-28	10.1007/s10725-015-0105-3
SoilWater	"Dong, Y. J. C., W. F.; Xu, L. L.; Kong, J.; Liu, S.; He, Z. L."	2016	Nitric oxide can induce tolerance to oxidative stress of peanut seedlings under cadmium toxicity	Plant Growth Regulation	79	1	19-28	10.1007/s10725-015-0105-3
Agron	"Dos Santos, R. D. N., A. L. A.; Pereira, L. G. R.; Sollenberger, L. E.; Rodrigues, J. A. S.; Tabosa, J. N.; Verneque, R. S.; Oliveira, G. F.; Jayme, D. G.; Goncalves, L. C."	2016	"Agronomic traits, ensilability and nutritive value of five pearl millet cultivars grown in a Brazilian semi-arid region"	Journal of Agricultural Science	154	1	165-173	10.1017/s0021859615000908
	"Dotto, A. C. D., R.S.D.; Ten Caten, A.; Grunwald, S.; Filho, W.P."	2017 in press	Two preprocessing techniques for reducing model covariables in soil property					
	prediction by Vis-NIR spectroscopy	"Soil and Tillage Research, "				SoilWater		
	"Dou, F., A.L. Wright, R.S. Mylavarapu"	2016	Soil enzyme activities and organic matter composition affected by 26 years of continuous					
	cropping	Pedosphere	26	5	618-625		IndianRiv_REC	
SoilWater	"Dou, F. G. T., L.; Chen, K.; Wright, A. L.; Mohammed, A. R."	2016	Planting Date and Variety Effects on Rice Main and Ratoon Crop Production in South Texas	Communications in Soil Science and Plant Analysis	47	21	2414-2420	10.1080/00103624.2016.1243705
SoilWater	"Dou, F. G. W., A. L.; Mylavarapu, R. S.; Jiang, X. J.; Matocha, J. E."	2016	Soil Enzyme Activities and Organic Matter Composition Affected by 26 Years of Continuous Cropping	Pedosphere	26	5	618-625	10.1016/s1002-0160(15)60070-4
PlantPath	"Doughan, B. R., Jeffrey A"	2016	Characterization of MAT gene functions in the life cycle of Sclerotinia sclerotiorum reveals a lineage-specific MAT gene functioning in apothecium morphogenesis	Fungal Biology	120	9	1105-1117	
	"Dourte, D. R. G., E.; Uryasev, O.; Staub, C. G.; Barreto, D.D.; Fraisse, C.W."	2016	"Gridded, monthly"					
	rainfall and temperature climatology for El Niño Southern Oscillation impacts							
	in the United States	"International Journal of Climatology, 10.1002/joc.4820"			10.1002/joc.4820	ABE		
	"Dreaden, T. J. P., R.C.; Campbell, A.; Gonzalez-Benecke, C.; Smith,   J.A."	2016	"Response of swamp bay, Persea palustris, and redbay, P. borbonia, to Raffaelea spp. isolated from Xyleborus glabratus"	"Forest Pathology, 10.1111/efp.12288"			10.1111/efp.12288	SFRC
	"Dreaden, T. J. S., J.A.; Cram, M.; Coyle, D."	2016	"Biology, diagnosis, and management of Heterobasidion root disease of southern pines"	"Southern Regional Extension Forestry, "				SFRC
MicroCell	"Drew, J. C., Galindo-Gonzalez, S., Ardissone, A. N. and Triplett, E. W."	2016	Broadening Participation of Women and Underrepresented Minorities in STEM through a Hybrid Online Transfer Program	Cbe-Life Sciences Education	15	3	10	10.1187/cbe.16-01-0065
AgEd	"Drew, J. C. G.-G., S.; Ardissone, A. N.; Triplett, E. W."	2016	Broadening Participation of Women and Underrepresented Minorities in STEM through a Hybrid Online Transfer Program	Cbe-Life Sciences Education	15	3	10	10.1187/cbe.16-01-0065
	"Driver, J. P. R., J. J.; Ye, C.; Lamont, D. J.; Newby, B. N.; Mcphee-Leeth, C. G.; Chapman, H. D.; Brusko, T. M.; Chen, Y. G.; Mathews, C. E.; Serreze, D. V."	2016	Interferon gamma Limits Diabetogenic CD8 T-Cell Effector Responses in Type-1 Diabetes	"Diabetes, 10.2337/db16-0846"			10.2337/db16-0846	AniSci
FtLauder_REC	"Du, H. C., T; Osbrink, Wla; Su, Ny"	2016	Social interactions in the central nest of Coptotermes formosanus juvenile colonies	Insectes Sociaux	63	2	279-290	10.1007/s00040-016-0464-4
	"Dubeux, J. C. B., Jr.  ,, Blount, A., Mackowiak, C., Santos, E. R. S., Pereira, Neto, J. D., Riveros, U., Garcia, L., Jaramillo, D. and Ruiz-Moreno, M."	2016	"Biological N2-fixation, belowground responses, and forage potential of rhizoma peanut (Arachis glabrata Benth.) cultivars"	"Crop Science, 10.2135/cropsci2016.09.0810"			10.2135/cropsci2016.09.0810	NOFL_REC
SoilWater	"Dubeux, J. C. B., Dilorenzo, N., Blount, A., Mackowiak, C., Santos, E. R. S., Silva, H. M. S., Ruiz-Moreno, M. and Schulmeister, T."	2016	Animal Performance and Pasture Characteristics on Cool-Season Annual Grass Mixtures in North Florida	Crop Science	56	5	2841-2852	10.2135/cropsci2016.03.0141
NOFL_REC	"Dubeux, J. C. B., Dilorenzo, N., Blount, A., Mackowiak, C., Santos, E. R. S., Silva, H. M. S., Ruiz-Moreno, M. and Schulmeister, T."	2016	Animal Performance and Pasture Characteristics on Cool-Season Annual Grass Mixtures in North Florida	Crop Science	56	5	2841-2852	10.2135/cropsci2016.03.0141
SoilWater	"Duguma, D., Ortiz, S., Lin, Y., Wilson, P. and Walton, W."	2016 accepted	Effects of a larval mosquito biopesticide and Culex larvae on a freshwater nanophytoplankton (Selenastrum capricornatum) under axenic conditions	Journal of Vector Ecology	42	1		
	"Dunlap, C. a. L., S.; Carrillo, D.; P., Rooney. A."	2016	Screening of bacteria for antagonistic activity against phytopathogens of avocados	"Plant Gene, http://dx.doi.org/10.1016/j.plgene.2016.11.004"		6	http://dx.doi.org/10.1016/j.plgene.2016.11.004	Trop_REC
NOFL_REC	"Durham, M. W., Ferrell, J. A., Minogue, P. J., Macdonald, G. E. and Sellers, B. A."	2016	Evaluation of Aminocyclopyrachlor Herbicide for Turf Tolerance and Weed Control on Florida Roadside Right-of-Ways	Weed Technology	30	1	190-197	10.1614/wt-d-14-00159.1
Range_REC	"Durham, M. W., Ferrell, J. A., Minogue, P. J., Macdonald, G. E. and Sellers, B. A."	2016	Evaluation of Aminocyclopyrachlor Herbicide for Turf Tolerance and Weed Control on Florida Roadside Right-of-Ways	Weed Technology	30	1	190-197	10.1614/wt-d-14-00159.1
SFRC	"Durham, M. W. F., J. A.; Minogue, P. J.; Macdonald, G. E.; Sellers, B. A."	2016	Evaluation of Aminocyclopyrachlor Herbicide for Turf Tolerance and Weed Control on Florida Roadside Right-of-Ways	Weed Technology	30	1	190-197	10.1614/wt-d-14-00159.1
Agron	"Durham, M. W. F., J. A.; Minogue, P. J.; Macdonald, G. E.; Sellers, B. A."	2016	Evaluation of Aminocyclopyrachlor Herbicide for Turf Tolerance and Weed Control on Florida Roadside Right-of-Ways	Weed Technology	30	1	190-197	10.1614/wt-d-14-00159.1
Citrus_REC	"Dutt, M. E., L.; Ananthakrishnan, G.; Barthe, G. A.; Brlansky, R. H.; Maiti, I. B.; Grosser, J. W."	2016	Comparative expression analysis of five caulimovirus promoters in citrus	Plant Cell Tissue and Organ Culture	126	2	229-238	10.1007/s11240-016-0993-6
Citrus_REC	"Dutt, M. S., D.; Grosser, J. W."	2016	Ornacitrus: Development of Genetically Modified Anthocyanin-expressing Citrus with Both Ornamental and Fresh Fruit Potential	Journal of the American Society for Horticultural Science	141	1	54-61	
SFRC	"Dwivedi, P. K., M.; Sharma, A.; Susaeta, A."	2016	Efficacy of carbon and bioenergy markets in mitigating carbon emissions on reforested lands: A case study from Southern United States	Forest Policy and Economics	67		9-Jan	10.1016/j.forpol.2016.03.002
	"E Chavez, Z. H., Pj Stoffella, R Mylavarapu, Y Li, Vc Valigar"	2016	Evaluation of soil amendments as a remediation alternative for cadmium-contaminated soils under cacao plantations	"Environmental Science and Polution Research, "		10-Jan		IndianRiv_REC
IndianRiv_REC	"E Chevez, Z. H., Pj Stoffella, Rs Mylavarapu, Yc Li, Vc Baligar"	2016	Chemical speciation of cadmium: An approach to evaluate plant-available cadmium in Ecuadorian soils under cacao production	Chemosphere	150		57-62	
Citrus_REC	"Ebert, T. a. R., Michael E."	2016	Effect of Substrate Voltage on EPG Recordings of Ingestion and Probing Behavior in Diaphorina citri (Hemiptera: Liviidae)	Florida Entomologist	99	3	528-534	10.1653/024.099.0328
